"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","HOUSECOST","REAL","IDX2015","Q","2008-Q3",165.225671251467,
"GRC","HOUSECOST","REAL","IDX2015","Q","2008-Q4",163.296187859513,
"GRC","HOUSECOST","REAL","IDX2015","Q","2009-Q1",156.92855710399,
"GRC","HOUSECOST","REAL","IDX2015","Q","2009-Q2",158.784248343843,
"GRC","HOUSECOST","REAL","IDX2015","Q","2009-Q3",156.250778975717,
"GRC","HOUSECOST","REAL","IDX2015","Q","2009-Q4",157.14038754997,
"GRC","HOUSECOST","REAL","IDX2015","Q","2010-Q1",154.423735932731,
"GRC","HOUSECOST","REAL","IDX2015","Q","2010-Q2",152.730172829611,
"GRC","HOUSECOST","REAL","IDX2015","Q","2010-Q3",149.504791509121,
"GRC","HOUSECOST","REAL","IDX2015","Q","2010-Q4",145.378054191924,
"GRC","HOUSECOST","REAL","IDX2015","Q","2011-Q1",145.320612798884,
"GRC","HOUSECOST","REAL","IDX2015","Q","2011-Q2",139.666703631581,
"GRC","HOUSECOST","REAL","IDX2015","Q","2011-Q3",136.242293590703,
"GRC","HOUSECOST","REAL","IDX2015","Q","2011-Q4",131.567440963801,
"GRC","HOUSECOST","REAL","IDX2015","Q","2012-Q1",125.366697977163,
"GRC","HOUSECOST","REAL","IDX2015","Q","2012-Q2",124.005231081283,
"GRC","HOUSECOST","REAL","IDX2015","Q","2012-Q3",118.22441852666,
"GRC","HOUSECOST","REAL","IDX2015","Q","2012-Q4",116.062960919376,
"GRC","HOUSECOST","REAL","IDX2015","Q","2013-Q1",112.765481206208,
"GRC","HOUSECOST","REAL","IDX2015","Q","2013-Q2",110.425738534311,
"GRC","HOUSECOST","REAL","IDX2015","Q","2013-Q3",109.377548377899,
"GRC","HOUSECOST","REAL","IDX2015","Q","2013-Q4",106.145278180364,
"GRC","HOUSECOST","REAL","IDX2015","Q","2014-Q1",104.82592530281,
"GRC","HOUSECOST","REAL","IDX2015","Q","2014-Q2",104.551832289127,
"GRC","HOUSECOST","REAL","IDX2015","Q","2014-Q3",103.565208395596,
"GRC","HOUSECOST","REAL","IDX2015","Q","2014-Q4",102.971991215861,
"GRC","HOUSECOST","REAL","IDX2015","Q","2015-Q1",102.483527334773,
"GRC","HOUSECOST","REAL","IDX2015","Q","2015-Q2",99.3756068420418,
"GRC","HOUSECOST","REAL","IDX2015","Q","2015-Q3",100.038144721477,
"GRC","HOUSECOST","REAL","IDX2015","Q","2015-Q4",98.102721101708,
"GRC","HOUSECOST","REAL","IDX2015","Q","2016-Q1",99.418541024165,
"GRC","HOUSECOST","REAL","IDX2015","Q","2016-Q2",98.7909043065829,
"GRC","HOUSECOST","REAL","IDX2015","Q","2016-Q3",97.518084300207,
"GRC","HOUSECOST","REAL","IDX2015","Q","2016-Q4",98.2947097671695,
"GRC","HOUSECOST","REAL","IDX2015","Q","2017-Q1",96.7589718455758,
"GRC","HOUSECOST","REAL","IDX2015","Q","2017-Q2",97.3102384879997,
"GRC","HOUSECOST","REAL","IDX2015","Q","2017-Q3",97.0769030964257,
"GRC","HOUSECOST","REAL","IDX2015","Q","2017-Q4",97.4505003409713,
"GRC","HOUSECOST","REAL","IDX2015","Q","2018-Q1",97.4345056664275,
"GRC","HOUSECOST","REAL","IDX2015","Q","2018-Q2",97.7124655516111,
"GRC","HOUSECOST","REAL","IDX2015","Q","2018-Q3",99.0412714233377,
"GRC","HOUSECOST","REAL","IDX2015","Q","2018-Q4",101.006459715888,
"GRC","HOUSECOST","REAL","IDX2015","Q","2019-Q1",102.429198495748,
"GRC","HOUSECOST","REAL","IDX2015","Q","2019-Q2",105.626037264105,
"GRC","HOUSECOST","REAL","IDX2015","Q","2019-Q3",108.591746812586,
"GRC","HOUSECOST","REAL","IDX2015","Q","2019-Q4",106.948109753374,
"GRC","HOUSECOST","REAL","IDX2015","Q","2020-Q1",110.19442356769,
"GRC","HOUSECOST","REAL","IDX2015","Q","2020-Q2",112.462064846693,
"GRC","HOUSECOST","REAL","IDX2015","Q","2020-Q3",110.08711145051,
"GRC","HOUSECOST","REAL","IDX2015","Q","2020-Q4",114.600824890061,
"GRC","HOUSECOST","REAL","IDX2015","Q","2021-Q1",117.479241768754,
"GRC","HOUSECOST","REAL","IDX2015","Q","2021-Q2",118.11634949753,
"GRC","HOUSECOST","REAL","IDX2015","Q","2021-Q3",120.400418829074,
"GRC","HOUSECOST","REAL","IDX2015","Q","2021-Q4",119.403141544396,
"GRC","HOUSECOST","REAL","IDX2015","Q","2022-Q1",118.345096327572,
"GRC","HOUSECOST","RENT","IDX2015","Q","1989-Q1",19.1505203183242,
"GRC","HOUSECOST","RENT","IDX2015","Q","1989-Q2",20.1590975129222,
"GRC","HOUSECOST","RENT","IDX2015","Q","1989-Q3",21.2087025964365,
"GRC","HOUSECOST","RENT","IDX2015","Q","1989-Q4",22.0860133787179,
"GRC","HOUSECOST","RENT","IDX2015","Q","1990-Q1",22.5774057892652,
"GRC","HOUSECOST","RENT","IDX2015","Q","1990-Q2",23.6865088426886,
"GRC","HOUSECOST","RENT","IDX2015","Q","1990-Q3",25.054213130522,
"GRC","HOUSECOST","RENT","IDX2015","Q","1990-Q4",26.9110548703356,
"GRC","HOUSECOST","RENT","IDX2015","Q","1991-Q1",29.4591048769924,
"GRC","HOUSECOST","RENT","IDX2015","Q","1991-Q2",31.1072158518005,
"GRC","HOUSECOST","RENT","IDX2015","Q","1991-Q3",32.6109020416906,
"GRC","HOUSECOST","RENT","IDX2015","Q","1991-Q4",34.0892076845342,
"GRC","HOUSECOST","RENT","IDX2015","Q","1992-Q1",35.6148864016889,
"GRC","HOUSECOST","RENT","IDX2015","Q","1992-Q2",37.0952536524036,
"GRC","HOUSECOST","RENT","IDX2015","Q","1992-Q3",38.8229058999666,
"GRC","HOUSECOST","RENT","IDX2015","Q","1992-Q4",40.6901726291995,
"GRC","HOUSECOST","RENT","IDX2015","Q","1993-Q1",42.915742470383,
"GRC","HOUSECOST","RENT","IDX2015","Q","1993-Q2",45.2123470217131,
"GRC","HOUSECOST","RENT","IDX2015","Q","1993-Q3",47.5013134478342,
"GRC","HOUSECOST","RENT","IDX2015","Q","1993-Q4",49.524153173553,
"GRC","HOUSECOST","RENT","IDX2015","Q","1994-Q1",50.7826796200059,
"GRC","HOUSECOST","RENT","IDX2015","Q","1994-Q2",52.4732589183541,
"GRC","HOUSECOST","RENT","IDX2015","Q","1994-Q3",53.9514253888538,
"GRC","HOUSECOST","RENT","IDX2015","Q","1994-Q4",55.3239901329346,
"GRC","HOUSECOST","RENT","IDX2015","Q","1995-Q1",56.6468449271094,
"GRC","HOUSECOST","RENT","IDX2015","Q","1995-Q2",58.5416474641683,
"GRC","HOUSECOST","RENT","IDX2015","Q","1995-Q3",60.2940073091969,
"GRC","HOUSECOST","RENT","IDX2015","Q","1995-Q4",61.7148725097226,
"GRC","HOUSECOST","RENT","IDX2015","Q","1996-Q1",63.2618208310599,
"GRC","HOUSECOST","RENT","IDX2015","Q","1996-Q2",64.7119185546507,
"GRC","HOUSECOST","RENT","IDX2015","Q","1996-Q3",66.0003323688606,
"GRC","HOUSECOST","RENT","IDX2015","Q","1996-Q4",67.4483486387473,
"GRC","HOUSECOST","RENT","IDX2015","Q","1997-Q1",68.5704711090914,
"GRC","HOUSECOST","RENT","IDX2015","Q","1997-Q2",69.7686932577553,
"GRC","HOUSECOST","RENT","IDX2015","Q","1997-Q3",70.8615950116476,
"GRC","HOUSECOST","RENT","IDX2015","Q","1997-Q4",71.8524795425129,
"GRC","HOUSECOST","RENT","IDX2015","Q","1998-Q1",73.1951525133748,
"GRC","HOUSECOST","RENT","IDX2015","Q","1998-Q2",74.3726945303,
"GRC","HOUSECOST","RENT","IDX2015","Q","1998-Q3",75.3021145985826,
"GRC","HOUSECOST","RENT","IDX2015","Q","1998-Q4",76.1982759276248,
"GRC","HOUSECOST","RENT","IDX2015","Q","1999-Q1",76.9461287703217,
"GRC","HOUSECOST","RENT","IDX2015","Q","1999-Q2",77.7033172474158,
"GRC","HOUSECOST","RENT","IDX2015","Q","1999-Q3",78.6120028815765,
"GRC","HOUSECOST","RENT","IDX2015","Q","1999-Q4",79.3199076570841,
"GRC","HOUSECOST","RENT","IDX2015","Q","2000-Q1",79.945255964753,
"GRC","HOUSECOST","RENT","IDX2015","Q","2000-Q2",80.7343104697482,
"GRC","HOUSECOST","RENT","IDX2015","Q","2000-Q3",81.6192049319468,
"GRC","HOUSECOST","RENT","IDX2015","Q","2000-Q4",82.4903642743668,
"GRC","HOUSECOST","RENT","IDX2015","Q","2001-Q1",83.1164159326285,
"GRC","HOUSECOST","RENT","IDX2015","Q","2001-Q2",83.8696535576184,
"GRC","HOUSECOST","RENT","IDX2015","Q","2001-Q3",84.8094790638862,
"GRC","HOUSECOST","RENT","IDX2015","Q","2001-Q4",85.8472261226588,
"GRC","HOUSECOST","RENT","IDX2015","Q","2002-Q1",87.0180063950753,
"GRC","HOUSECOST","RENT","IDX2015","Q","2002-Q2",88.0871928095363,
"GRC","HOUSECOST","RENT","IDX2015","Q","2002-Q3",88.9014067010082,
"GRC","HOUSECOST","RENT","IDX2015","Q","2002-Q4",90.333887518843,
"GRC","HOUSECOST","RENT","IDX2015","Q","2003-Q1",91.5709673962504,
"GRC","HOUSECOST","RENT","IDX2015","Q","2003-Q2",92.637703120904,
"GRC","HOUSECOST","RENT","IDX2015","Q","2003-Q3",93.730412498443,
"GRC","HOUSECOST","RENT","IDX2015","Q","2003-Q4",94.8661190240125,
"GRC","HOUSECOST","RENT","IDX2015","Q","2004-Q1",96.1678591769724,
"GRC","HOUSECOST","RENT","IDX2015","Q","2004-Q2",97.6508777457067,
"GRC","HOUSECOST","RENT","IDX2015","Q","2004-Q3",98.9035621911326,
"GRC","HOUSECOST","RENT","IDX2015","Q","2004-Q4",99.9592614350712,
"GRC","HOUSECOST","RENT","IDX2015","Q","2005-Q1",100.920077657619,
"GRC","HOUSECOST","RENT","IDX2015","Q","2005-Q2",101.904638909298,
"GRC","HOUSECOST","RENT","IDX2015","Q","2005-Q3",102.75065873472,
"GRC","HOUSECOST","RENT","IDX2015","Q","2005-Q4",103.752493998773,
"GRC","HOUSECOST","RENT","IDX2015","Q","2006-Q1",104.806784815259,
"GRC","HOUSECOST","RENT","IDX2015","Q","2006-Q2",106.04940288817,
"GRC","HOUSECOST","RENT","IDX2015","Q","2006-Q3",107.499751291492,
"GRC","HOUSECOST","RENT","IDX2015","Q","2006-Q4",108.839828965397,
"GRC","HOUSECOST","RENT","IDX2015","Q","2007-Q1",110.115204489401,
"GRC","HOUSECOST","RENT","IDX2015","Q","2007-Q2",111.146434263346,
"GRC","HOUSECOST","RENT","IDX2015","Q","2007-Q3",112.139196787831,
"GRC","HOUSECOST","RENT","IDX2015","Q","2007-Q4",113.229830962123,
"GRC","HOUSECOST","RENT","IDX2015","Q","2008-Q1",114.304178956438,
"GRC","HOUSECOST","RENT","IDX2015","Q","2008-Q2",115.398679311418,
"GRC","HOUSECOST","RENT","IDX2015","Q","2008-Q3",116.580111418417,
"GRC","HOUSECOST","RENT","IDX2015","Q","2008-Q4",117.708095514399,
"GRC","HOUSECOST","RENT","IDX2015","Q","2009-Q1",118.662989588255,
"GRC","HOUSECOST","RENT","IDX2015","Q","2009-Q2",119.81667015822,
"GRC","HOUSECOST","RENT","IDX2015","Q","2009-Q3",120.773595219115,
"GRC","HOUSECOST","RENT","IDX2015","Q","2009-Q4",121.53300897544,
"GRC","HOUSECOST","RENT","IDX2015","Q","2010-Q1",122.293352194831,
"GRC","HOUSECOST","RENT","IDX2015","Q","2010-Q2",123.001831447993,
"GRC","HOUSECOST","RENT","IDX2015","Q","2010-Q3",123.495450033212,
"GRC","HOUSECOST","RENT","IDX2015","Q","2010-Q4",123.749729383437,
"GRC","HOUSECOST","RENT","IDX2015","Q","2011-Q1",124.023002635343,
"GRC","HOUSECOST","RENT","IDX2015","Q","2011-Q2",124.28301754331,
"GRC","HOUSECOST","RENT","IDX2015","Q","2011-Q3",124.279960391733,
"GRC","HOUSECOST","RENT","IDX2015","Q","2011-Q4",124.06768218059,
"GRC","HOUSECOST","RENT","IDX2015","Q","2012-Q1",123.323648762429,
"GRC","HOUSECOST","RENT","IDX2015","Q","2012-Q2",122.232380900752,
"GRC","HOUSECOST","RENT","IDX2015","Q","2012-Q3",121.069934212203,
"GRC","HOUSECOST","RENT","IDX2015","Q","2012-Q4",119.697399650363,
"GRC","HOUSECOST","RENT","IDX2015","Q","2013-Q1",117.773142348626,
"GRC","HOUSECOST","RENT","IDX2015","Q","2013-Q2",114.774920205212,
"GRC","HOUSECOST","RENT","IDX2015","Q","2013-Q3",111.763637235975,
"GRC","HOUSECOST","RENT","IDX2015","Q","2013-Q4",109.002566211617,
"GRC","HOUSECOST","RENT","IDX2015","Q","2014-Q1",106.753441498418,
"GRC","HOUSECOST","RENT","IDX2015","Q","2014-Q2",105.221000684011,
"GRC","HOUSECOST","RENT","IDX2015","Q","2014-Q3",104.361337933917,
"GRC","HOUSECOST","RENT","IDX2015","Q","2014-Q4",102.216488492233,
"GRC","HOUSECOST","RENT","IDX2015","Q","2015-Q1",101.5102875969,
"GRC","HOUSECOST","RENT","IDX2015","Q","2015-Q2",100.746239215122,
"GRC","HOUSECOST","RENT","IDX2015","Q","2015-Q3",99.3615375818313,
"GRC","HOUSECOST","RENT","IDX2015","Q","2015-Q4",98.3819356061463,
"GRC","HOUSECOST","RENT","IDX2015","Q","2016-Q1",97.4943509930857,
"GRC","HOUSECOST","RENT","IDX2015","Q","2016-Q2",97.2830735866888,
"GRC","HOUSECOST","RENT","IDX2015","Q","2016-Q3",97.3407794519181,
"GRC","HOUSECOST","RENT","IDX2015","Q","2016-Q4",97.4343667518646,
"GRC","HOUSECOST","RENT","IDX2015","Q","2017-Q1",97.1951424627179,
"GRC","HOUSECOST","RENT","IDX2015","Q","2017-Q2",96.0309721976781,
"GRC","HOUSECOST","RENT","IDX2015","Q","2017-Q3",94.571405702779,
"GRC","HOUSECOST","RENT","IDX2015","Q","2017-Q4",93.0991810695725,
"GRC","HOUSECOST","RENT","IDX2015","Q","2018-Q1",92.2266120750004,
"GRC","HOUSECOST","RENT","IDX2015","Q","2018-Q2",92.0905615537013,
"GRC","HOUSECOST","RENT","IDX2015","Q","2018-Q3",92.1287665729076,
"GRC","HOUSECOST","RENT","IDX2015","Q","2018-Q4",92.2101921491808,
"GRC","HOUSECOST","RENT","IDX2015","Q","2019-Q1",92.1988048913985,
"GRC","HOUSECOST","RENT","IDX2015","Q","2019-Q2",92.1182379829327,
"GRC","HOUSECOST","RENT","IDX2015","Q","2019-Q3",92.1439420500332,
"GRC","HOUSECOST","RENT","IDX2015","Q","2019-Q4",92.1951474264256,
"GRC","HOUSECOST","RENT","IDX2015","Q","2020-Q1",92.1779570941008,
"GRC","HOUSECOST","RENT","IDX2015","Q","2020-Q2",92.131456507248,
"GRC","HOUSECOST","RENT","IDX2015","Q","2020-Q3",92.162063798307,
"GRC","HOUSECOST","RENT","IDX2015","Q","2020-Q4",92.1846549511344,
"GRC","HOUSECOST","RENT","IDX2015","Q","2021-Q1",92.1536098925657,
"GRC","HOUSECOST","RENT","IDX2015","Q","2021-Q2",92.1837273534659,
"GRC","HOUSECOST","RENT","IDX2015","Q","2021-Q3",92.2922477958661,
"GRC","HOUSECOST","RENT","IDX2015","Q","2021-Q4",92.4622972779354,
"GRC","HOUSECOST","RENT","IDX2015","Q","2022-Q1",92.7971263989644,
"GRC","HOUSECOST","RENT","IDX2015","Q","2022-Q2",92.9858084393364,
"GRC","HOUSECOST","RENT","IDX2015","Q","2022-Q3",93.0648632437891,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",94.5649719791665,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",97.4471939303729,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",100.656482662547,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",102.971351426495,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",100.050214100875,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",101.960585091263,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",101.835391763928,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",101.183809043934,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",99.1860555335777,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",96.667706753016,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",94.7463692100844,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",93.2098685033215,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",94.2112481748828,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",94.1492156997246,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",93.5207077738408,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",92.7588283515514,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",91.2839766864046,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",90.8483396446186,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",89.5801201305805,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",90.077563538396,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",89.8552268353614,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",86.9380774798687,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",86.2034544824108,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",85.3932412023587,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",84.6711772440741,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",84.9244955028158,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",85.0086517180317,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",84.8756755350781,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",85.4916450409146,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",87.2710399239549,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",88.8339261231312,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",92.1133889119989,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",93.2454721611025,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",98.3322601478548,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",102.60565314644,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",105.816614544603,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",108.830594613066,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",111.496041222655,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",114.728195029544,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",118.455169134734,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",121.316426338498,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",124.904133467096,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",128.837821723906,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",133.901618470501,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",137.236652329245,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",141.758253159765,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",148.194953759201,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",154.790140751789,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",163.030779622312,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",169.557479350209,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",173.178102282137,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",174.903638745342,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",176.386313244259,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",173.821597463897,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",181.816647350564,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",182.28544194128,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",192.882089658275,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",202.711053520847,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",212.182312110939,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",224.97454473953,
"HUN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",232.454858121054,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q1",127.273109041462,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q2",131.064904178679,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q3",133.424423493089,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q4",138.035845746634,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q1",131.744400127462,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q2",131.490600770267,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q3",131.08286910108,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q4",129.293033599772,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q1",128.264520423105,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q2",125.06009319512,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q3",123.661150877106,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q4",119.807250074235,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q1",119.665132075895,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q2",120.258659639562,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q3",116.46405030243,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q4",114.505695757349,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q1",106.915276729651,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q2",105.864580908844,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q3",104.449410772228,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q4",104.965191031604,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q1",103.721897546156,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q2",99.3233416587073,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q3",97.3363099946284,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q4",96.1159395506186,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q1",94.3358728772359,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q2",93.102682779431,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q3",92.3575045306429,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q4",91.8138397003417,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q1",91.1437430802634,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q2",91.6314004626112,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q3",92.1902327306497,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q4",94.5725817677834,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q1",95.0804950318483,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q2",98.8201103706326,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q3",102.445652537625,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q4",103.653742059894,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q1",105.818805678065,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q2",107.23343536289,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q3",107.75461906681,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q4",108.521134495101,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q1",109.708277175448,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q2",108.692159190843,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q3",109.068576584349,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q4",110.44414101211,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q1",108.337873504919,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q2",110.499057619426,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q3",112.864583121414,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q4",115.466716486593,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2019-Q1",119.415771996761,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2019-Q2",121.471085613274,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2019-Q3",121.69303335397,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2019-Q4",120.37892183376,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2020-Q1",122.415129371185,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2020-Q2",123.942364406873,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2020-Q3",124.008799730258,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2020-Q4",120.986439479168,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2021-Q1",124.337051868893,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2021-Q2",127.867482482871,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2021-Q3",131.626166313905,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2021-Q4",135.631535124543,
"HUN","HOUSECOST","PRICEINCOME","IDX2015","Q","2022-Q1",139.976407307009,
"HUN","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q1",130.072306030309,
"HUN","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q2",130.742251923179,
"HUN","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q3",132.497545137819,
"HUN","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q4",132.405925638657,
"HUN","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q1",124.788357346737,
"HUN","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q2",125.146681795409,
"HUN","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q3",123.309607841099,
"HUN","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q4",120.777340967153,
"HUN","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q1",116.265342588655,
"HUN","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q2",111.853993208128,
"HUN","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q3",107.050188353452,
"HUN","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q4",103.898200948004,
